movie_title,title_year,imdb_score,duration,num_critic_for_reviews,gross,budget,movie_facebook_likes,movie_imdb_link
Chairman of the Board,1998.0,2.3,95.0,12.0,306715.0,10000000.0,724,http://www.imdb.com/title/tt0118836/?ref_=fn_tt_tt_1
Changeling,2008.0,7.8,141.0,264.0,35707327.0,55000000.0,14000,http://www.imdb.com/title/tt0824747/?ref_=fn_tt_tt_1
Changing Lanes,2002.0,6.5,91.0,167.0,66790248.0,45000000.0,0,http://www.imdb.com/title/tt0264472/?ref_=fn_tt_tt_1
Chappie,2015.0,6.9,120.0,371.0,31569268.0,49000000.0,67000,http://www.imdb.com/title/tt1823672/?ref_=fn_tt_tt_1
Character,1997.0,7.8,122.0,54.0,713413.0,4500000.0,689,http://www.imdb.com/title/tt0119448/?ref_=fn_tt_tt_1
Chariots of Fire,1981.0,7.2,125.0,90.0,58800000.0,5500000.0,0,http://www.imdb.com/title/tt0082158/?ref_=fn_tt_tt_1
Charlie Bartlett,2007.0,7.0,97.0,146.0,3950294.0,12000000.0,0,http://www.imdb.com/title/tt0423977/?ref_=fn_tt_tt_1
Charlie St. Cloud,2010.0,6.5,99.0,117.0,31136950.0,44000000.0,0,http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1
Charlie Wilson's War,2007.0,7.1,102.0,269.0,66636385.0,75000000.0,0,http://www.imdb.com/title/tt0472062/?ref_=fn_tt_tt_1
Charlie and the Chocolate Factory,2005.0,6.7,115.0,276.0,206456431.0,150000000.0,0,http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1
Charlie's Angels,2000.0,5.5,94.0,181.0,125305545.0,92000000.0,0,http://www.imdb.com/title/tt0160127/?ref_=fn_tt_tt_1
Charlie's Angels: Full Throttle,2003.0,4.8,107.0,102.0,100685880.0,120000000.0,0,http://www.imdb.com/title/tt0305357/?ref_=fn_tt_tt_1
Charlotte's Web,2006.0,6.4,97.0,120.0,82506325.0,,0,http://www.imdb.com/title/tt0413895/?ref_=fn_tt_tt_1
Charly,1968.0,7.1,103.0,32.0,,,785,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1
Chasing Amy,1997.0,7.3,113.0,147.0,12006514.0,250000.0,0,http://www.imdb.com/title/tt0118842/?ref_=fn_tt_tt_1
Chasing Liberty,2004.0,6.1,101.0,65.0,12189514.0,23000000.0,0,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1
Chasing Mavericks,2012.0,7.2,116.0,116.0,6002756.0,20000000.0,13000,http://www.imdb.com/title/tt1629757/?ref_=fn_tt_tt_1
Chasing Papi,2003.0,4.8,76.0,32.0,6126237.0,,419,http://www.imdb.com/title/tt0323572/?ref_=fn_tt_tt_1
Cheap Thrills,2013.0,6.8,88.0,193.0,59379.0,200000.0,0,http://www.imdb.com/title/tt2389182/?ref_=fn_tt_tt_1
Cheaper by the Dozen,2003.0,5.8,94.0,104.0,138614544.0,40000000.0,0,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1
Cheaper by the Dozen 2,2005.0,5.4,94.0,77.0,82569532.0,60000000.0,781,http://www.imdb.com/title/tt0452598/?ref_=fn_tt_tt_1
Checkmate,2015.0,3.1,97.0,6.0,,1500000.0,402,http://www.imdb.com/title/tt3781616/?ref_=fn_tt_tt_1
Chernobyl Diaries,2012.0,5.0,86.0,270.0,18112929.0,1000000.0,24000,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1
Chiamatemi Francesco - Il Papa della gente,2015.0,5.7,98.0,4.0,,15000000.0,18,http://www.imdb.com/title/tt3856124/?ref_=fn_tt_tt_1
Chicago,2002.0,7.2,113.0,223.0,170684505.0,45000000.0,0,http://www.imdb.com/title/tt0299658/?ref_=fn_tt_tt_1
Chicago Overcoat,2009.0,6.2,94.0,11.0,,3000000.0,229,http://www.imdb.com/title/tt1085382/?ref_=fn_tt_tt_1
Chicken Little,2005.0,5.8,81.0,161.0,135381507.0,150000000.0,912,http://www.imdb.com/title/tt0371606/?ref_=fn_tt_tt_1
Chicken Run,2000.0,7.0,84.0,187.0,106793915.0,45000000.0,0,http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1
Chicken Tikka Masala,2005.0,5.8,90.0,10.0,,1200000.0,172,http://www.imdb.com/title/tt0449000/?ref_=fn_tt_tt_1
Child 44,2015.0,6.4,137.0,172.0,1206135.0,50000000.0,18000,http://www.imdb.com/title/tt1014763/?ref_=fn_tt_tt_1
Child's Play,1988.0,6.5,87.0,142.0,33244684.0,9000000.0,0,http://www.imdb.com/title/tt0094862/?ref_=fn_tt_tt_1
Child's Play 2,1990.0,5.7,72.0,59.0,28501605.0,13000000.0,0,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1
Childless,2008.0,6.1,90.0,,,1000000.0,3,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1
Children of Heaven,1997.0,8.5,89.0,46.0,925402.0,180000.0,0,http://www.imdb.com/title/tt0118849/?ref_=fn_tt_tt_1
Children of Men,2006.0,7.9,109.0,372.0,35286428.0,76000000.0,17000,http://www.imdb.com/title/tt0206634/?ref_=fn_tt_tt_1
Chill Factor,1999.0,5.2,102.0,68.0,11227940.0,34000000.0,120,http://www.imdb.com/title/tt0163579/?ref_=fn_tt_tt_1
Chloe,2009.0,6.3,96.0,226.0,3074838.0,11000000.0,0,http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1
Chocolat,2000.0,7.3,121.0,152.0,71309760.0,25000000.0,18000,http://www.imdb.com/title/tt0241303/?ref_=fn_tt_tt_1
Chocolate: Deep Dark Secrets,2005.0,4.8,160.0,4.0,49000.0,1500000.0,31,http://www.imdb.com/title/tt0454431/?ref_=fn_tt_tt_1
Choke,2008.0,6.5,92.0,159.0,2926565.0,3000000.0,0,http://www.imdb.com/title/tt1024715/?ref_=fn_tt_tt_1
Christmas Eve,2015.0,5.1,95.0,6.0,,,0,http://www.imdb.com/title/tt3703148/?ref_=fn_tt_tt_1
Christmas Mail,2010.0,5.8,89.0,2.0,,2500000.0,190,http://www.imdb.com/title/tt1663628/?ref_=fn_tt_tt_1
Christmas with the Kranks,2004.0,5.2,99.0,105.0,73701902.0,60000000.0,0,http://www.imdb.com/title/tt0388419/?ref_=fn_tt_tt_1
Chronicle,2012.0,7.1,89.0,414.0,64572496.0,12000000.0,32000,http://www.imdb.com/title/tt1706593/?ref_=fn_tt_tt_1
Chuck & Buck,2000.0,6.6,96.0,59.0,1050600.0,250000.0,170,http://www.imdb.com/title/tt0200530/?ref_=fn_tt_tt_1
Chéri,2009.0,6.2,100.0,155.0,2708188.0,23000000.0,0,http://www.imdb.com/title/tt1179258/?ref_=fn_tt_tt_1
"Cinco de Mayo, La Batalla",2013.0,6.2,125.0,12.0,169379.0,10000000.0,874,http://www.imdb.com/title/tt2553908/?ref_=fn_tt_tt_1
Cinderella,2015.0,7.0,105.0,343.0,201148159.0,95000000.0,56000,http://www.imdb.com/title/tt1661199/?ref_=fn_tt_tt_1
Cinderella Man,2005.0,8.0,144.0,201.0,61644321.0,88000000.0,0,http://www.imdb.com/title/tt0352248/?ref_=fn_tt_tt_1
Circle,2015.0,6.0,87.0,29.0,,,0,http://www.imdb.com/title/tt3118452/?ref_=fn_tt_tt_1
Circumstance,2011.0,5.9,107.0,76.0,439958.0,,0,http://www.imdb.com/title/tt1684628/?ref_=fn_tt_tt_1
Cirque du Freak: The Vampire's Assistant,2009.0,5.9,109.0,157.0,13838130.0,40000000.0,0,http://www.imdb.com/title/tt0450405/?ref_=fn_tt_tt_1
Cirque du Soleil: Worlds Away,2012.0,6.8,91.0,73.0,12495865.0,,0,http://www.imdb.com/title/tt1792647/?ref_=fn_tt_tt_1
City Hall,1996.0,6.2,111.0,50.0,20300000.0,40000000.0,309,http://www.imdb.com/title/tt0115907/?ref_=fn_tt_tt_1
City Island,2009.0,7.4,104.0,149.0,6670712.0,6000000.0,0,http://www.imdb.com/title/tt1174730/?ref_=fn_tt_tt_1
City by the Sea,2002.0,6.2,108.0,104.0,22433915.0,60000000.0,416,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1
City of Angels,1998.0,6.7,114.0,110.0,78745923.0,55000000.0,0,http://www.imdb.com/title/tt0120632/?ref_=fn_tt_tt_1
City of Ember,2008.0,6.5,90.0,118.0,7871693.0,55000000.0,0,http://www.imdb.com/title/tt0970411/?ref_=fn_tt_tt_1
City of Ghosts,2002.0,6.0,116.0,38.0,325491.0,17500000.0,204,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1
City of God,2002.0,8.7,135.0,214.0,7563397.0,3300000.0,28000,http://www.imdb.com/title/tt0317248/?ref_=fn_tt_tt_1
City of Life and Death,2009.0,7.7,132.0,149.0,119922.0,12000000.0,0,http://www.imdb.com/title/tt1124052/?ref_=fn_tt_tt_1
Civil Brand,2002.0,5.3,91.0,11.0,243347.0,500000.0,86,http://www.imdb.com/title/tt0326806/?ref_=fn_tt_tt_1
Clash of the Titans,2010.0,5.8,106.0,344.0,163192114.0,125000000.0,15000,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1
Class of 1984,1982.0,6.6,98.0,101.0,,4300000.0,934,http://www.imdb.com/title/tt0083739/?ref_=fn_tt_tt_1
Clay Pigeons,1998.0,6.6,104.0,49.0,1789892.0,8000000.0,515,http://www.imdb.com/title/tt0118863/?ref_=fn_tt_tt_1
Clean,2004.0,6.9,110.0,81.0,136007.0,4500.0,171,http://www.imdb.com/title/tt0388838/?ref_=fn_tt_tt_1
Clear and Present Danger,1994.0,6.9,141.0,42.0,122012710.0,62000000.0,0,http://www.imdb.com/title/tt0109444/?ref_=fn_tt_tt_1
Cleopatra,1963.0,7.0,251.0,72.0,57750000.0,31115000.0,0,http://www.imdb.com/title/tt0056937/?ref_=fn_tt_tt_1
Clerks,1994.0,7.8,102.0,136.0,3151130.0,230000.0,0,http://www.imdb.com/title/tt0109445/?ref_=fn_tt_tt_1
Clerks II,2006.0,7.4,97.0,174.0,24138847.0,5000000.0,0,http://www.imdb.com/title/tt0424345/?ref_=fn_tt_tt_1
Click,2006.0,6.4,107.0,173.0,137340146.0,70000000.0,7000,http://www.imdb.com/title/tt0389860/?ref_=fn_tt_tt_1
Cliffhanger,1993.0,6.4,124.0,74.0,84049211.0,70000000.0,0,http://www.imdb.com/title/tt0106582/?ref_=fn_tt_tt_1
Clockstoppers,2002.0,5.2,94.0,69.0,36985501.0,26000000.0,874,http://www.imdb.com/title/tt0157472/?ref_=fn_tt_tt_1
Clockwatchers,1997.0,6.4,96.0,41.0,444354.0,,166,http://www.imdb.com/title/tt0118866/?ref_=fn_tt_tt_1
Close Encounters of the Third Kind,1977.0,7.7,135.0,171.0,128300000.0,19400870.0,0,http://www.imdb.com/title/tt0075860/?ref_=fn_tt_tt_1
Close Range,2015.0,4.9,80.0,28.0,,3000000.0,968,http://www.imdb.com/title/tt3511596/?ref_=fn_tt_tt_1
Closer,2004.0,7.3,98.0,212.0,33987757.0,27000000.0,12000,http://www.imdb.com/title/tt0376541/?ref_=fn_tt_tt_1
Closer to the Moon,2014.0,7.1,112.0,18.0,,5000000.0,0,http://www.imdb.com/title/tt2017486/?ref_=fn_tt_tt_1
Closure,2007.0,5.6,80.0,61.0,,1800000.0,246,http://www.imdb.com/title/tt0480011/?ref_=fn_tt_tt_1
Cloud Atlas,2012.0,7.5,172.0,511.0,27098580.0,102000000.0,124000,http://www.imdb.com/title/tt1371111/?ref_=fn_tt_tt_1
Cloudy with a Chance of Meatballs,2009.0,7.0,90.0,191.0,124870275.0,100000000.0,0,http://www.imdb.com/title/tt0844471/?ref_=fn_tt_tt_1
Cloudy with a Chance of Meatballs 2,2013.0,6.5,95.0,169.0,119793567.0,78000000.0,15000,http://www.imdb.com/title/tt1985966/?ref_=fn_tt_tt_1
Cloverfield,2008.0,7.0,85.0,459.0,80034302.0,25000000.0,0,http://www.imdb.com/title/tt1060277/?ref_=fn_tt_tt_1
Club Dread,2004.0,5.6,119.0,66.0,4992159.0,8550000.0,713,http://www.imdb.com/title/tt0331953/?ref_=fn_tt_tt_1
Clueless,1995.0,6.8,97.0,88.0,56631572.0,12000000.0,0,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1
Coach Carter,2005.0,7.2,136.0,127.0,67253092.0,30000000.0,0,http://www.imdb.com/title/tt0393162/?ref_=fn_tt_tt_1
Coal Miner's Daughter,1980.0,7.5,124.0,46.0,79900000.0,,0,http://www.imdb.com/title/tt0080549/?ref_=fn_tt_tt_1
Coco Before Chanel,2009.0,6.7,111.0,165.0,6109075.0,19430000.0,0,http://www.imdb.com/title/tt1035736/?ref_=fn_tt_tt_1
Code 46,2003.0,6.3,93.0,133.0,197148.0,7500000.0,0,http://www.imdb.com/title/tt0345061/?ref_=fn_tt_tt_1
Code Name: The Cleaner,2007.0,4.5,91.0,53.0,8104069.0,20000000.0,233,http://www.imdb.com/title/tt0462229/?ref_=fn_tt_tt_1
Code of Honor,2016.0,4.2,106.0,15.0,,8000000.0,689,http://www.imdb.com/title/tt4060866/?ref_=fn_tt_tt_1
Coffee Town,2013.0,6.6,87.0,9.0,,2000000.0,0,http://www.imdb.com/title/tt2234025/?ref_=fn_tt_tt_1
Cold Mountain,2003.0,7.2,154.0,198.0,95632614.0,79000000.0,0,http://www.imdb.com/title/tt0159365/?ref_=fn_tt_tt_1
Collateral,2004.0,7.6,120.0,299.0,100003492.0,65000000.0,0,http://www.imdb.com/title/tt0369339/?ref_=fn_tt_tt_1
Collateral Damage,2002.0,5.5,108.0,135.0,40048332.0,85000000.0,941,http://www.imdb.com/title/tt0233469/?ref_=fn_tt_tt_1
College,2008.0,4.6,94.0,42.0,4693919.0,6500000.0,422,http://www.imdb.com/title/tt0844671/?ref_=fn_tt_tt_1
Colombiana,2011.0,6.4,112.0,201.0,36665854.0,40000000.0,15000,http://www.imdb.com/title/tt1657507/?ref_=fn_tt_tt_1
Come Early Morning,2006.0,6.2,97.0,36.0,117560.0,6000000.0,224,http://www.imdb.com/title/tt0457308/?ref_=fn_tt_tt_1
Coming Home,2014.0,7.3,109.0,85.0,377420.0,,0,http://www.imdb.com/title/tt3125472/?ref_=fn_tt_tt_1
Commando,1985.0,6.7,75.0,124.0,,10000000.0,0,http://www.imdb.com/title/tt0088944/?ref_=fn_tt_tt_1
Compadres,2016.0,5.0,101.0,5.0,3105269.0,3000000.0,174,http://www.imdb.com/title/tt3367294/?ref_=fn_tt_tt_1
Compliance,2012.0,6.4,90.0,286.0,318622.0,270000.0,0,http://www.imdb.com/title/tt1971352/?ref_=fn_tt_tt_1
Con Air,1997.0,6.8,123.0,139.0,101087161.0,75000000.0,0,http://www.imdb.com/title/tt0118880/?ref_=fn_tt_tt_1
Conan the Barbarian,1982.0,6.9,129.0,166.0,37567440.0,20000000.0,0,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1
Conan the Destroyer,1984.0,5.8,103.0,77.0,26400000.0,18000000.0,2000,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1
Concussion,2015.0,7.1,123.0,219.0,34531832.0,35000000.0,23000,http://www.imdb.com/title/tt3322364/?ref_=fn_tt_tt_1
Confessions of a Dangerous Mind,2002.0,7.1,113.0,181.0,,29000000.0,3000,http://www.imdb.com/title/tt0270288/?ref_=fn_tt_tt_1
Confessions of a Teenage Drama Queen,2004.0,4.6,89.0,74.0,29302097.0,15000000.0,810,http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1
Confidence,2003.0,6.7,97.0,119.0,12212417.0,15000000.0,622,http://www.imdb.com/title/tt0310910/?ref_=fn_tt_tt_1
Congo,1995.0,5.0,109.0,55.0,81022333.0,50000000.0,0,http://www.imdb.com/title/tt0112715/?ref_=fn_tt_tt_1
Connie and Carla,2004.0,6.3,108.0,76.0,8054280.0,20000000.0,924,http://www.imdb.com/title/tt0345074/?ref_=fn_tt_tt_1
Conquest of the Planet of the Apes,1972.0,6.1,88.0,80.0,,1700000.0,794,http://www.imdb.com/title/tt0068408/?ref_=fn_tt_tt_1
Conspiracy Theory,1997.0,6.7,135.0,80.0,76081498.0,75000000.0,0,http://www.imdb.com/title/tt0118883/?ref_=fn_tt_tt_1
Constantine,,7.5,43.0,12.0,,,10000,http://www.imdb.com/title/tt3489184/?ref_=fn_tt_tt_1
Contact,1997.0,7.4,150.0,159.0,100853835.0,90000000.0,15000,http://www.imdb.com/title/tt0118884/?ref_=fn_tt_tt_1
Contagion,2011.0,6.6,106.0,436.0,75638743.0,60000000.0,42000,http://www.imdb.com/title/tt1598778/?ref_=fn_tt_tt_1
Containment,2015.0,4.8,77.0,33.0,,,275,http://www.imdb.com/title/tt3561236/?ref_=fn_tt_tt_1
Contraband,2012.0,6.5,109.0,270.0,66489425.0,25000000.0,0,http://www.imdb.com/title/tt1524137/?ref_=fn_tt_tt_1
Control,2007.0,7.7,122.0,183.0,871577.0,4500000.0,13000,http://www.imdb.com/title/tt0421082/?ref_=fn_tt_tt_1
Conversations with Other Women,2005.0,7.1,84.0,365.0,379122.0,450000.0,0,http://www.imdb.com/title/tt0435623/?ref_=fn_tt_tt_1
Cool Runnings,1993.0,6.9,98.0,39.0,68856263.0,15000000.0,0,http://www.imdb.com/title/tt0106611/?ref_=fn_tt_tt_1
Cop Land,1997.0,6.9,120.0,131.0,44886089.0,10000000.0,2000,http://www.imdb.com/title/tt0118887/?ref_=fn_tt_tt_1
Cop Out,2010.0,5.6,107.0,203.0,44867349.0,37000000.0,0,http://www.imdb.com/title/tt1385867/?ref_=fn_tt_tt_1
Copycat,1995.0,6.6,123.0,57.0,32051917.0,20000000.0,0,http://www.imdb.com/title/tt0112722/?ref_=fn_tt_tt_1
Copying Beethoven,2006.0,6.8,104.0,78.0,352786.0,11000000.0,0,http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1
Coraline,2009.0,7.7,100.0,310.0,75280058.0,60000000.0,10000,http://www.imdb.com/title/tt0327597/?ref_=fn_tt_tt_1
Coriolanus,2011.0,6.2,123.0,196.0,756452.0,,12000,http://www.imdb.com/title/tt1372686/?ref_=fn_tt_tt_1
Corky Romano,2001.0,4.6,86.0,62.0,23978402.0,11000000.0,365,http://www.imdb.com/title/tt0250310/?ref_=fn_tt_tt_1
Corpse Bride,2005.0,7.4,77.0,267.0,53337608.0,40000000.0,0,http://www.imdb.com/title/tt0121164/?ref_=fn_tt_tt_1
Cotton Comes to Harlem,1970.0,6.6,97.0,30.0,,1200000.0,477,http://www.imdb.com/title/tt0065579/?ref_=fn_tt_tt_1
Counting,2015.0,6.0,111.0,12.0,,50000.0,5,http://www.imdb.com/title/tt4462082/?ref_=fn_tt_tt_1
Country Strong,2010.0,6.3,117.0,135.0,20218921.0,15000000.0,0,http://www.imdb.com/title/tt1555064/?ref_=fn_tt_tt_1
Couples Retreat,2009.0,5.5,113.0,166.0,109176215.0,60000000.0,0,http://www.imdb.com/title/tt1078940/?ref_=fn_tt_tt_1
Courage,2015.0,7.0,118.0,27.0,2246000.0,20000000.0,0,http://www.imdb.com/title/tt3719896/?ref_=fn_tt_tt_1
Courage Under Fire,1996.0,6.6,116.0,65.0,58918501.0,46000000.0,975,http://www.imdb.com/title/tt0115956/?ref_=fn_tt_tt_1
Courageous,2011.0,7.0,129.0,34.0,34522221.0,2000000.0,10000,http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1
Coyote Ugly,2000.0,5.6,107.0,155.0,60786269.0,45000000.0,0,http://www.imdb.com/title/tt0200550/?ref_=fn_tt_tt_1
Cradle 2 the Grave,2003.0,5.8,101.0,109.0,34604054.0,30000000.0,1000,http://www.imdb.com/title/tt0306685/?ref_=fn_tt_tt_1
Cradle Will Rock,1999.0,6.9,132.0,70.0,2899970.0,32000000.0,625,http://www.imdb.com/title/tt0150216/?ref_=fn_tt_tt_1
Crank,2006.0,7.0,93.0,170.0,27829874.0,12000000.0,0,http://www.imdb.com/title/tt0479884/?ref_=fn_tt_tt_1
Crank: High Voltage,2009.0,6.2,96.0,150.0,13630226.0,20000000.0,0,http://www.imdb.com/title/tt1121931/?ref_=fn_tt_tt_1
Crash,2004.0,7.9,115.0,287.0,54557348.0,6500000.0,18000,http://www.imdb.com/title/tt0375679/?ref_=fn_tt_tt_1
Crazy Heart,2009.0,7.3,112.0,273.0,39462438.0,7000000.0,0,http://www.imdb.com/title/tt1263670/?ref_=fn_tt_tt_1
Crazy Stone,2006.0,7.7,98.0,11.0,,3000000.0,23,http://www.imdb.com/title/tt0843270/?ref_=fn_tt_tt_1
Crazy in Alabama,1999.0,6.3,111.0,28.0,1954202.0,15000000.0,391,http://www.imdb.com/title/tt0142201/?ref_=fn_tt_tt_1
"Crazy, Stupid, Love.",2011.0,7.4,118.0,310.0,84244877.0,50000000.0,44000,http://www.imdb.com/title/tt1570728/?ref_=fn_tt_tt_1
Crazy/Beautiful,2001.0,6.5,135.0,84.0,16929123.0,14000000.0,0,http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1
Creative Control,2015.0,5.5,97.0,36.0,62480.0,1000000.0,793,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1
Creature,,5.0,173.0,10.0,,,518,http://www.imdb.com/title/tt0156205/?ref_=fn_tt_tt_1
Creed,2015.0,7.7,133.0,437.0,109712885.0,35000000.0,70000,http://www.imdb.com/title/tt3076658/?ref_=fn_tt_tt_1
Creepshow,1982.0,6.9,130.0,127.0,,8000000.0,0,http://www.imdb.com/title/tt0083767/?ref_=fn_tt_tt_1
Creepshow 2,1987.0,6.0,85.0,95.0,14000000.0,3500000.0,1000,http://www.imdb.com/title/tt0092796/?ref_=fn_tt_tt_1
Cries & Whispers,1972.0,8.2,91.0,76.0,,400000.0,0,http://www.imdb.com/title/tt0069467/?ref_=fn_tt_tt_1
Criminal,2016.0,6.3,113.0,130.0,14268533.0,31500000.0,0,http://www.imdb.com/title/tt3014866/?ref_=fn_tt_tt_1
Criminal Activities,2015.0,5.8,94.0,46.0,,7000000.0,0,http://www.imdb.com/title/tt3687310/?ref_=fn_tt_tt_1
Crimson Tide,1995.0,7.3,123.0,82.0,91400000.0,53000000.0,0,http://www.imdb.com/title/tt0112740/?ref_=fn_tt_tt_1
Critical Care,1997.0,6.0,107.0,25.0,141853.0,12000000.0,88,http://www.imdb.com/title/tt0118901/?ref_=fn_tt_tt_1
Crocodile Dundee,1986.0,6.5,93.0,35.0,174635000.0,8800000.0,0,http://www.imdb.com/title/tt0090555/?ref_=fn_tt_tt_1
Crocodile Dundee II,1988.0,5.5,108.0,32.0,109306210.0,15800000.0,489,http://www.imdb.com/title/tt0092493/?ref_=fn_tt_tt_1
Crocodile Dundee in Los Angeles,2001.0,4.8,92.0,71.0,25590119.0,21150000.0,387,http://www.imdb.com/title/tt0231402/?ref_=fn_tt_tt_1
Crooklyn,1994.0,6.9,115.0,25.0,13640000.0,14000000.0,905,http://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1
Crop Circles: Quest for Truth,2002.0,7.0,115.0,15.0,,750000.0,32,http://www.imdb.com/title/tt0331225/?ref_=fn_tt_tt_1
Crossover,2006.0,2.1,95.0,25.0,7009668.0,5600000.0,244,http://www.imdb.com/title/tt0473024/?ref_=fn_tt_tt_1
Crossroads,2002.0,3.3,93.0,111.0,37188667.0,12000000.0,0,http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1
"Crouching Tiger, Hidden Dragon",2000.0,7.9,120.0,287.0,128067808.0,15000000.0,0,http://www.imdb.com/title/tt0190332/?ref_=fn_tt_tt_1
Crowsnest,2012.0,3.8,84.0,22.0,,1200000.0,238,http://www.imdb.com/title/tt2180333/?ref_=fn_tt_tt_1
Cruel Intentions,1999.0,6.9,97.0,101.0,38201895.0,10500000.0,0,http://www.imdb.com/title/tt0139134/?ref_=fn_tt_tt_1
Cry Freedom,1987.0,7.5,147.0,17.0,5899797.0,29000000.0,0,http://www.imdb.com/title/tt0092804/?ref_=fn_tt_tt_1
Cry_Wolf,2005.0,5.9,90.0,137.0,10042266.0,1000000.0,816,http://www.imdb.com/title/tt0384286/?ref_=fn_tt_tt_1
Crying with Laughter,2009.0,6.9,93.0,16.0,,,33,http://www.imdb.com/title/tt1349478/?ref_=fn_tt_tt_1
Cube,1997.0,7.3,90.0,99.0,489220.0,365000.0,11000,http://www.imdb.com/title/tt0123755/?ref_=fn_tt_tt_1
Curious George,2006.0,6.6,78.0,87.0,58336565.0,50000000.0,624,http://www.imdb.com/title/tt0381971/?ref_=fn_tt_tt_1
Curse of the Golden Flower,2006.0,7.0,114.0,189.0,6565495.0,45000000.0,0,http://www.imdb.com/title/tt0473444/?ref_=fn_tt_tt_1
Cursed,2005.0,5.0,99.0,158.0,19294901.0,35000000.0,0,http://www.imdb.com/title/tt0257516/?ref_=fn_tt_tt_1
Cutthroat Island,1995.0,5.6,124.0,61.0,11000000.0,98000000.0,1000,http://www.imdb.com/title/tt0112760/?ref_=fn_tt_tt_1
Cypher,2002.0,6.8,95.0,82.0,,7500000.0,0,http://www.imdb.com/title/tt0284978/?ref_=fn_tt_tt_1
Cyrus,2010.0,6.3,91.0,223.0,7455447.0,7000000.0,0,http://www.imdb.com/title/tt1336617/?ref_=fn_tt_tt_1
D.E.B.S.,2004.0,5.3,91.0,50.0,96793.0,3500000.0,1000,http://www.imdb.com/title/tt0367631/?ref_=fn_tt_tt_1
DOA: Dead or Alive,2006.0,4.8,87.0,110.0,480314.0,21000000.0,0,http://www.imdb.com/title/tt0398913/?ref_=fn_tt_tt_1
Da Sweet Blood of Jesus,2014.0,4.1,123.0,46.0,,1420000.0,447,http://www.imdb.com/title/tt3104930/?ref_=fn_tt_tt_1
Daddy Day Camp,2007.0,2.9,89.0,52.0,13235267.0,6000000.0,256,http://www.imdb.com/title/tt0462244/?ref_=fn_tt_tt_1
Daddy Day Care,2003.0,5.5,92.0,81.0,104148781.0,60000000.0,886,http://www.imdb.com/title/tt0317303/?ref_=fn_tt_tt_1
Daddy's Home,2015.0,6.1,96.0,145.0,150315155.0,50000000.0,13000,http://www.imdb.com/title/tt1528854/?ref_=fn_tt_tt_1
Dallas Buyers Club,2013.0,8.0,117.0,471.0,27296514.0,5000000.0,65000,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1
Damnation Alley,1977.0,5.2,91.0,41.0,,17000000.0,903,http://www.imdb.com/title/tt0075909/?ref_=fn_tt_tt_1
Damsels in Distress,2011.0,5.7,99.0,152.0,1007535.0,,0,http://www.imdb.com/title/tt1667307/?ref_=fn_tt_tt_1
Dance Flick,2009.0,3.5,88.0,83.0,25615792.0,25000000.0,657,http://www.imdb.com/title/tt1153706/?ref_=fn_tt_tt_1
Dancer in the Dark,2000.0,8.0,140.0,177.0,4157491.0,12800000.0,0,http://www.imdb.com/title/tt0168629/?ref_=fn_tt_tt_1
"Dancer, Texas Pop. 81",1998.0,6.8,97.0,15.0,565592.0,,500,http://www.imdb.com/title/tt0118925/?ref_=fn_tt_tt_1
Dances with Wolves,1990.0,8.0,236.0,92.0,184208848.0,22000000.0,0,http://www.imdb.com/title/tt0099348/?ref_=fn_tt_tt_1
Dancin' It's On,2015.0,2.8,89.0,3.0,,12000000.0,634,http://www.imdb.com/title/tt2598580/?ref_=fn_tt_tt_1
Dangerous Liaisons,1988.0,7.7,119.0,51.0,34700000.0,14000000.0,0,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1
Danny Collins,2015.0,7.1,106.0,139.0,5348317.0,10000000.0,0,http://www.imdb.com/title/tt1772288/?ref_=fn_tt_tt_1
Dante's Peak,1997.0,5.8,108.0,93.0,67155742.0,116000000.0,0,http://www.imdb.com/title/tt0118928/?ref_=fn_tt_tt_1
