movie_title,actor_3_name,actor_3_facebook_likes
Bucky Larson: Born to Be a Star,Nicholas Turturro,269.0
"Buen Día, Ramón",Arcelia Ramírez,69.0
Buffalo '66,Jan-Michael Vincent,642.0
Buffalo Soldiers,Leon,730.0
Buffy the Vampire Slayer,Emma Caulfield,970.0
Bullet to the Head,Jon Seda,565.0
Bulletproof Monk,Victoria Smurfit,343.0
Bullets Over Broadway,Dianne Wiest,967.0
Bully,Brad Renfro,551.0
Bulworth,Graham Beckel,95.0
Buried,Erik Palladino,263.0
Burlesque,David Walton,676.0
Burn,Craig Dougherty,0.0
Burn After Reading,Kevin Sussman,681.0
Burnt,Riccardo Scamarcio,580.0
But I'm a Cheerleader,Eddie Cibrian,849.0
Butch Cassidy and the Sundance Kid,Kenneth Mars,399.0
Butterfly,Stuart Whitman,180.0
Butterfly Girl,Emily Gorell,0.0
By the Sea,Melvil Poupaud,188.0
C.H.U.D.,Sam McMurray,132.0
CJ7,Chi Chung Lam,3.0
Ca$h,Paul Sanchez,410.0
Cabin Fever,Samuel Davis,114.0
Caddyshack,Brian Doyle-Murray,484.0
Cadillac Records,Tammy Blanchard,192.0
Call + Response,Madeleine Albright,15.0
Camping sauvage,Emmanuelle Bercot,20.0
Can't Hardly Wait,Charlie Korsmo,678.0
Can't Stop the Music,Caitlyn Jenner,161.0
Cape Fear,Joe Don Baker,387.0
Capitalism: A Love Story,Bernie Sanders,173.0
Capote,Kwesi Ameyaw,27.0
Capricorn One,Hal Holbrook,826.0
Captain Alatriste: The Spanish Musketeer,Eduardo Noriega,278.0
Captain America: Civil War,Chris Evans,11000.0
Captain America: The First Avenger,Hayley Atwell,2000.0
Captain America: The Winter Soldier,Hayley Atwell,2000.0
Captain Corelli's Mandolin,Mihalis Giannatos,58.0
Captain Phillips,Michael Chernus,186.0
Captive,Sydelle Noel,349.0
Caramel,Nadine Labaki,0.0
Caravans,Behrouz Vossoughi,324.0
Cargo,Anna Katharina Schwabroh,7.0
Carlos,Katharina Schüttler,30.0
Carnage,Julie Adams,132.0
Carrie,Portia Doubleday,534.0
Carriers,Lou Taylor Pucci,394.0
Cars,George Carlin,769.0
Cars 2,Eddie Izzard,776.0
Casa de mi Padre,Luis E. Carazo,546.0
Casablanca,Conrad Veidt,269.0
Case 39,Vanesa Tomasino,355.0
Casino,Kevin Pollak,574.0
Casino Jack,Christian Campbell,168.0
Casino Royale,Ivana Milicevic,834.0
Casper,Cathy Moriarty,394.0
Cast Away,Nick Searcy,272.0
Cat People,John Heard,697.0
Cat on a Hot Tin Roof,Jack Carson,110.0
Catch Me If You Can,Jennifer Garner,3000.0
Catch That Kid,Kevin G. Schmidt,362.0
Catch a Fire,Bonnie Henna,15.0
Catch-22,Martin Balsam,191.0
Cats & Dogs,Miriam Margolyes,405.0
Cats & Dogs: The Revenge of Kitty Galore,Katt Williams,615.0
Cats Don't Dance,Hal Holbrook,826.0
Catwoman,Alex Borstein,566.0
Cavite,Quynn Ton,0.0
Cecil B. DeMented,Kevin Nealon,503.0
Cedar Rapids,Alia Shawkat,727.0
Celebrity,Greg Mottola,99.0
Celeste & Jesse Forever,Rob Huebel,172.0
Cellular,Will Beinbrink,167.0
Center Stage,Ethan Stiefel,111.0
Central Intelligence,Megan Park,569.0
Central Station,Othon Bastos,11.0
Centurion,Dave Legeno,570.0
Certifiably Jonathan,Jonathan Winters,924.0
Chain Letter,Noah Segan,236.0
Chain Reaction,Kevin Dunn,581.0
Chain of Command,Jon Osbeck,6.0
Chairman of the Board,Larry Miller,611.0
Changeling,Colm Feore,539.0
Changing Lanes,Bruce Altman,67.0
Chappie,Jose Pablo Cantillo,502.0
Character,Hans Kesting,3.0
Chariots of Fire,John Gielgud,249.0
Charlie Bartlett,Hope Davis,442.0
Charlie St. Cloud,Valerie Tian,135.0
Charlie Wilson's War,Jud Tylor,15000.0
Charlie and the Chocolate Factory,David Kelly,588.0
Charlie's Angels,Kelly Lynch,466.0
Charlie's Angels: Full Throttle,Justin Theroux,1000.0
Charlotte's Web,Oprah Winfrey,852.0
Charly,Claire Bloom,113.0
Chasing Amy,Joey Lauren Adams,781.0
Chasing Liberty,Terence Maynard,120.0
Chasing Mavericks,Leven Rambin,956.0
Chasing Papi,Maria Conchita Alonso,571.0
Cheap Thrills,Elissa Dowling,307.0
Cheaper by the Dozen,Bonnie Hunt,597.0
Cheaper by the Dozen 2,Alyson Stoner,2000.0
Checkmate,Michael Paré,492.0
Chernobyl Diaries,Jonathan Sadowski,300.0
Chiamatemi Francesco - Il Papa della gente,Ferdinando Vetere,50.0
Chicago,Jayne Eastwood,90.0
Chicago Overcoat,Frank Vincent,356.0
Chicken Little,Amy Sedaris,397.0
Chicken Run,Julia Sawalha,206.0
Chicken Tikka Masala,Shobu Kapoor,18.0
Child 44,Michael Nardone,194.0
Child's Play,Dinah Manoff,118.0
Child's Play 2,Greg Germann,435.0
Childless,Diane Venora,171.0
Children of Heaven,Mohammad Amir Naji,27.0
Children of Men,Rita Davies,18.0
Chill Factor,Hudson Leick,239.0
Chloe,Natalie Lisinska,73.0
Chocolat,Hugh O'Conor,163.0
Chocolate: Deep Dark Secrets,Sunil Shetty,219.0
Choke,Jonah Bobo,539.0
Christmas Eve,Cheryl Hines,541.0
Christmas Mail,Lochlyn Munro,555.0
Christmas with the Kranks,Jake Busey,660.0
Chronicle,Ashley Hinshaw,371.0
Chuck & Buck,Chris Weitz,129.0
Chéri,Gaye Brown,30.0
"Cinco de Mayo, La Batalla",William Miller,36.0
Cinderella,Lily James,502.0
Cinderella Man,Rosemarie DeWitt,537.0
Circle,Kaiwi Lyman-Mersereau,94.0
Circumstance,Sina Amedson,127.0
Cirque du Freak: The Vampire's Assistant,Patrick Fugit,835.0
Cirque du Soleil: Worlds Away,Igor Zaripov,31.0
City Hall,Bridget Fonda,889.0
City Island,Dominik García-Lorido,130.0
City by the Sea,John Doman,616.0
City of Angels,Colm Feore,539.0
City of Ember,Harry Treadaway,260.0
City of Ghosts,Rob Campbell,50.0
City of God,Alexandre Rodrigues,40.0
City of Life and Death,Ryu Kohata,3.0
Civil Brand,Clifton Powell,469.0
Clash of the Titans,Alexa Davalos,850.0
Class of 1984,Timothy Van Patten,129.0
Clay Pigeons,Kevin Rahm,168.0
Clean,Don McKellar,45.0
Clear and Present Danger,Raymond Cruz,672.0
Cleopatra,Roddy McDowall,595.0
Clerks,Jeff Anderson,216.0
Clerks II,Brian O'Halloran,657.0
Click,Julie Kavner,233.0
Cliffhanger,Janine Turner,369.0
Clockstoppers,Jason George,528.0
Clockwatchers,Jamie Kennedy,490.0
Close Encounters of the Third Kind,Melinda Dillon,252.0
Close Range,Scott Evans,214.0
Closer,Colin Stinton,23.0
Closer to the Moon,Martin Hancock,71.0
Closure,Ralph Brown,140.0
Cloud Atlas,Jim Broadbent,1000.0
Cloudy with a Chance of Meatballs,Al Roker,56.0
Cloudy with a Chance of Meatballs 2,Melissa Sturm,18.0
Cloverfield,Liza Lapira,387.0
Club Dread,Jay Chandrasekhar,422.0
Clueless,Elisa Donovan,201.0
Coach Carter,Robert Ri'chard,730.0
Coal Miner's Daughter,Levon Helm,572.0
Coco Before Chanel,Marie Gillain,64.0
Code 46,Natalie Mendoza,158.0
Code Name: The Cleaner,Cedric the Entertainer,436.0
Code of Honor,Craig Sheffer,391.0
Coffee Town,Glenn Howerton,424.0
Cold Mountain,Charlie Hunnam,16000.0
Collateral,Debi Mazar,680.0
Collateral Damage,Jsu Garcia,172.0
College,Haley Bennett,664.0
Colombiana,Jesse Borrego,674.0
Come Early Morning,Ritchie Montgomery,90.0
Coming Home,Ni Yan,4.0
Commando,Rae Dawn Chong,581.0
Compadres,Erick Elias,165.0
Compliance,James McCaffrey,235.0
Con Air,Dave Chappelle,744.0
Conan the Barbarian,Sandahl Bergman,183.0
Conan the Destroyer,Grace Jones,406.0
Concussion,Albert Brooks,745.0
Confessions of a Dangerous Mind,Jennifer Hall,89.0
Confessions of a Teenage Drama Queen,Glenne Headly,231.0
Confidence,Leland Orser,308.0
Congo,Grant Heslov,293.0
Connie and Carla,Dash Mihok,463.0
Conquest of the Planet of the Apes,John Randolph,67.0
Conspiracy Theory,Michael Potts,67.0
Constantine,Charles Halford,218.0
Contact,Larry King,135.0
Contagion,Griffin Kane,175.0
Containment,Louise Brealey,260.0
Contraband,Lukas Haas,733.0
Control,Alexandra Maria Lara,471.0
Conversations with Other Women,Nora Zehetner,446.0
Cool Runnings,Malik Yoba,496.0
Cop Land,Janeane Garofalo,1000.0
Cop Out,Kevin Pollak,574.0
Copycat,Harry Connick Jr.,631.0
Copying Beethoven,Angus Barnett,22.0
Coraline,John Hodgman,57.0
Coriolanus,Lubna Azabal,131.0
Corky Romano,Peter Berg,532.0
Corpse Bride,Joanna Lumley,973.0
Cotton Comes to Harlem,Calvin Lockhart,148.0
Country Strong,Tim McGraw,461.0
Couples Retreat,Tasha Smith,721.0
Courage,Brent Anderson,400.0
Courage Under Fire,Scott Glenn,826.0
Courageous,T.C. Stallings,341.0
Coyote Ugly,Izabella Miko,560.0
Cradle 2 the Grave,DMX,432.0
Cradle Will Rock,Emily Watson,876.0
Crank,Jose Pablo Cantillo,501.0
Crank: High Voltage,David Carradine,926.0
Crash,Jennifer Esposito,911.0
Crazy Heart,Debrianna Mansini,175.0
Crazy Stone,Zhonghua Chen,0.0
Crazy in Alabama,Noah Emmerich,617.0
"Crazy, Stupid, Love.",Steve Carell,7000.0
Crazy/Beautiful,Rolando Molina,525.0
Creative Control,Meredith Hagner,150.0
Creature,Megalyn Echikunwoke,476.0
Creed,Graham McTavish,531.0
Creepshow,Adrienne Barbeau,602.0
Creepshow 2,Dorothy Lamour,178.0
Cries & Whispers,Erland Josephson,92.0
Criminal,Doug Cockle,24.0
Criminal Activities,Travis Aaron Wade,493.0
Crimson Tide,Ricky Schroder,665.0
Critical Care,Albert Brooks,745.0
Crocodile Dundee,David Gulpilil,93.0
Crocodile Dundee II,John Meillon,57.0
Crocodile Dundee in Los Angeles,Linda Kozlowski,162.0
Crooklyn,Isaiah Washington,534.0
Crop Circles: Quest for Truth,Francine Blake,0.0
Crossover,Eva Marcille,255.0
Crossroads,Dave Allen,135.0
"Crouching Tiger, Hidden Dragon",Sihung Lung,5.0
Crowsnest,Chelsey Reist,63.0
Cruel Intentions,Eric Mabius,637.0
Cry Freedom,Penelope Wilton,400.0
Cry_Wolf,Lindy Booth,683.0
Crying with Laughter,Joe Cassidy,10.0
Cube,Nicole de Boer,319.0
Curious George,Alexander Gould,1000.0
Curse of the Golden Flower,Man Li,10.0
Cursed,Derek Mears,520.0
Cutthroat Island,Matthew Modine,810.0
Cypher,Kari Matchett,280.0
Cyrus,Katie Aselton,224.0
D.E.B.S.,Scoot McNairy,660.0
DOA: Dead or Alive,Sarah Carter,748.0
Da Sweet Blood of Jesus,Felicia Pearson,161.0
Daddy Day Camp,Tamala Jones,405.0
Daddy Day Care,Jeff Garlin,522.0
Daddy's Home,Mark L. Young,322.0
Dallas Buyers Club,Denis O'Hare,896.0
Damnation Alley,Paul Winfield,255.0
Damsels in Distress,Zach Woods,322.0
Dance Flick,Chris Elliott,571.0
Dancer in the Dark,Björk,322.0
"Dancer, Texas Pop. 81",Alexandra Holden,326.0
Dances with Wolves,Maury Chaykin,232.0
Dancin' It's On,Ginger Jensen,84.0
Dangerous Liaisons,Swoosie Kurtz,418.0
Danny Collins,Melissa Benoist,970.0
Dante's Peak,Tzi Ma,268.0
Daredevil,Charlie Cox,0.0
Dark Angel,John Savage,652.0
Dark Blue,Michael Michele,274.0
Dark City,Bruce Spence,531.0
Dark Shadows,Christopher Lee,16000.0
Dark Water,Ariel Gade,87.0
Darkness,Francesc Pagès,132.0
Darkness Falls,Angus Sampson,82.0
Darling Companion,Sam Shepard,820.0
Darling Lili,Jeremy Kemp,42.0
Das Boot,Herbert Grönemeyer,18.0
Date Movie,Fred Willard,729.0
Date Night,Steve Carell,7000.0
Dave Chappelle's Block Party,Lauryn Hill,220.0
Dawn Patrol,Rita Wilson,322.0
Dawn of the Crescent Moon,Shiree Nelson,279.0
Dawn of the Dead,Mekhi Phifer,1000.0
Dawn of the Planet of the Apes,Kodi Smit-McPhee,884.0
Day One,Luis Antonio,80.0
Day of the Dead,Joseph Pilato,83.0
Daybreakers,Tiffany Lamb,16.0
Daylight,Amy Brenneman,366.0
Days of Heaven,Richard Libertini,180.0
Days of Thunder,Randy Quaid,695.0
Dazed and Confused,Cole Hauser,787.0
De-Lovely,Sandra Nelson,65.0
Dead Like Me: Life After Death,Shenae Grimes-Beech,686.0
Dead Man Down,James Biberi,174.0
Dead Man Walking,Robert Prosky,191.0
Dead Man on Campus,Poppy Montgomery,654.0
Dead Man's Shoes,George Newton,68.0
Dead Poets Society,Kurtwood Smith,1000.0
Dead Snow,Ane Dahl Torp,13.0
Deadfall,Sissy Spacek,874.0
Deadline - U.S.A.,Kim Hunter,114.0
Deadline Gallipoli,Luke Ford,110.0
Deadpool,Stefan Kapicic,361.0
Dear Frankie,Jack McElhone,16.0
Dear John,Scott Porter,690.0
Dear Wendy,William Hootkins,488.0
Death Becomes Her,Isabella Rossellini,812.0
Death Calls,Ron Roggé,99.0
Death Race,Joan Allen,805.0
Death Race 2000,Martin Kove,668.0
Death Sentence,Edi Gathegi,725.0
Death at a Funeral,Kris Marshall,548.0
Death to Smoochy,Danny Woodburn,809.0
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Dick Cavett,49.0
Deck the Halls,Alia Shawkat,728.0
Deconstructing Harry,Judy Davis,223.0
Decoys,Corey Sevier,383.0
Deep Blue Sea,Saffron Burrows,811.0
Deep Impact,Robert Duvall,3000.0
Deep Rising,Wes Studi,855.0
Def-Con 4,Tim Choate,13.0
Defendor,Charlotte Sullivan,388.0
Defiance,Grant Bowler,600.0
"Definitely, Maybe",Paulina Gerzon,61.0
Dekalog,Olgierd Lukaszewicz,2.0
Del 1 - Män som hatar kvinnor,Lena Endre,75.0
Delgo,Kelly Ripa,379.0
Deliver Us from Evil,Edgar Ramírez,897.0
Delivery Man,Matthew Daddario,110.0
Demonic,Aaron Yoo,617.0
Departure,Niamh Cusack,30.0
Derailed,Xzibit,218.0
Desert Blue,Sara Gilbert,697.0
Desert Dancer,Marama Corlett,196.0
Desperado,Salma Hayek,4000.0
Despicable Me,Jack McBrayer,975.0
Despicable Me 2,Steve Coogan,1000.0
Destiny,Erick Avari,567.0
Detention,Parker Bagley,123.0
Detention of the Dead,Max Adler,445.0
Deterrence,Timothy Hutton,501.0
Detroit Rock City,Shannon Tweed,322.0
Deuce Bigalow: European Gigolo,Charles Keating,137.0
Deuce Bigalow: Male Gigolo,Bree Turner,489.0
Deuces Wild,Frankie Muniz,934.0
Devil,Geoffrey Arend,816.0
Devil's Due,Vanessa Ray,270.0
Diamond Ruff,Fredro Starr,237.0
Diamonds Are Forever,Jill St. John,175.0
Diary of a Mad Black Woman,Tamara Taylor,476.0
Diary of a Wimpy Kid,Rachael Harris,569.0
Diary of a Wimpy Kid: Dog Days,Karan Brar,517.0
Diary of a Wimpy Kid: Rodrick Rules,Fran Kranz,557.0
Diary of the Dead,Joe Dinicol,192.0
Dick,Kirsten Dunst,4000.0
Dick Tracy,Seymour Cassel,327.0
Dickie Roberts: Former Child Star,Mary McCormack,428.0
Did You Hear About the Morgans?,Kevin Brown,727.0
Die Another Day,Rick Yune,746.0
Die Hard,Reginald VelJohnson,541.0
Die Hard 2,Franco Nero,576.0
Die Hard with a Vengeance,Kevin Chamberlin,489.0
Digimon: The Movie,Mona Marshall,44.0
Dil Jo Bhi Kahey...,Bhoomika Chawla,45.0
Diner,Ellen Barkin,551.0
Dinner Rush,Ajay Naidu,120.0
Dinner for Schmucks,Bruce Greenwood,982.0
Dinosaur,Della Reese,388.0
Dirty Grandpa,Jason Mantzoukas,411.0
Dirty Pretty Things,Sergi López,250.0
Dirty Work,Traylor Howard,294.0
Disaster Movie,Ike Barinholtz,329.0
Disclosure,Roma Maffia,383.0
District 9,Jason Cope,107.0
District B13,Dany Verissimo-Petit,58.0
Disturbia,Jose Pablo Cantillo,502.0
Disturbing Behavior,Katharine Isabelle,918.0
Divergent,Mekhi Phifer,1000.0
Divine Secrets of the Ya-Ya Sisterhood,Matthew Settle,477.0
Django Unchained,Ato Essandoh,265.0
Do You Believe?,Madison Pettis,835.0
Do the Right Thing,Danny Aiello,388.0
Doc Holliday's Revenge,Randy Jay Burrell,402.0
Doctor Dolittle,Peter Boyle,595.0
Doctor Zhivago,Geraldine Chaplin,382.0
Dodgeball: A True Underdog Story,Joel David Moore,936.0
Dogma,George Carlin,769.0
Dogtooth,Sissy Petropoulou,14.0
Dogtown and Z-Boys,Jeff Ament,5.0
Dolphin Tale,Harry Connick Jr.,631.0
Dolphin Tale 2,Harry Connick Jr.,631.0
Dom Hemingway,Richard Graham,13.0
Domestic Disturbance,Matt O'Leary,303.0
Domino,Edgar Ramírez,897.0
Don Jon,Tony Danza,694.0
Don Juan DeMarco,Faye Dunaway,977.0
Don McKay,Robert Wahlberg,99.0
Don't Be Afraid of the Dark,Jack Thompson,155.0
Don't Say a Word,Conrad Goode,477.0
Donkey Punch,Tom Burke,201.0
Donnie Brasco,Anne Heche,646.0
Donnie Darko,James Duval,701.0
Donovan's Reef,Jack Warden,359.0
Doogal,Jon Stewart,593.0
Doom,Dexter Fletcher,452.0
Doomsday,Jeremy Crutchley,43.0
Dope,Kiersey Clemons,190.0
Double Impact,Kamel Krifa,51.0
Double Jeopardy,Bruce Campbell,298.0
Double Take,Garcelle Beauvais,384.0
Doubt,Carrie Preston,652.0
Doug's 1st Movie,Alice Playten,73.0
Down Terrace,David Schaal,59.0
Down and Out with the Dolls,Zoë Poledouris,3.0
Down for Life,Nicholas Gonzalez,601.0
Down in the Valley,Rory Culkin,710.0
Down to Earth,Wanda Sykes,560.0
Down to You,Shawn Hatosy,407.0
Downfall,Alexandra Maria Lara,471.0
Dr. Dolittle 2,Kevin Pollak,574.0
Dr. No,Lois Maxwell,177.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Keenan Wynn,277.0
Dracula 2000,Jeri Ryan,1000.0
Dracula Untold,Zach McGowan,423.0
Dracula: Pages from a Virgin's Diary,Brent Neale,3.0
Draft Day,Patrick St. Esprit,148.0
Drag Me to Hell,Reggie Lee,828.0
Dragon Blade,Sung-jun Yoo,7.0
Dragon Hunters,Mary Mouser,168.0
Dragon Nest: Warriors' Dawn,Jiao Xu,46.0
Dragon Wars: D-War,Chris Mulkey,535.0
DragonHeart,Terry O'Neill,40.0
Dragonball: Evolution,Randall Duk Kim,99.0
Dragonfly,Matt Craven,256.0
Dragonslayer,Albert Salmi,94.0
Dream House,Sarah Gadon,692.0
Dream with the Fishes,Kathryn Erbe,301.0
Dreamcatcher,Reece Thompson,354.0
Dreamer: Inspired by a True Story,Holmes Osborne,83.0
Dreamgirls,Anika Noni Rose,525.0
Dreaming of Joseph Lees,Miriam Margolyes,405.0
Dredd,Rakie Ayola,20.0
Dressed to Kill,Nancy Allen,517.0
Drillbit Taylor,Matt Walsh,490.0
Drinking Buddies,Ti West,243.0
Drive,Russ Tamblyn,228.0
Drive Angry,Katy Mixon,982.0
Drive Hard,Christopher Sommers,32.0
Drive Me Crazy,Keri Lynn Pratt,292.0
Driven,Cristián de la Fuente,462.0
Driving Lessons,Tamsin Egerton,621.0
Driving Miss Daisy,Patti LuPone,325.0
Drop Dead Gorgeous,Ellen Barkin,551.0
Drowning Mona,Tracey Walter,324.0
Drumline,Jason Weaver,284.0
Dry Spell,Travis Legge,138.0
"Dude, Where's My Car?",Marla Sokoloff,612.0
"Dude, Where's My Dog?!",Brandon Middleton,50.0
Dudley Do-Right,Eric Idle,795.0
Due Date,Matt Walsh,490.0
Duel in the Sun,Jennifer Jones,332.0
Duets,Huey Lewis,215.0
Dum Maaro Dum,Prateik,47.0
Duma,Campbell Scott,393.0
Dumb & Dumber,Teri Garr,481.0
Dumb and Dumber To,Rob Riggle,839.0
Dumb and Dumberer: When Harry Met Lloyd,Cheri Oteri,244.0
Dune,José Ferrer,202.0
Dungeons & Dragons: Wrath of the Dragon God,Steven Elder,51.0
Duplex,Harvey Fierstein,500.0
Duplicity,Denis O'Hare,896.0
Dutch Kills,Damon Owlia,9.0
Dwegons and Leprechauns,Jacqueline Lovell,53.0
Dying of the Light,Tomiwa Edun,179.0
Dylan Dog: Dead of Night,Anita Briem,311.0
DysFunktional Family,Robert Noble,24.0
Dysfunctional Friends,Tatyana Ali,685.0
Déjà Vu,Michael Brandon,87.0
E.T. the Extra-Terrestrial,Peter Coyote,548.0
Eagle Eye,Cameron Boyce,915.0
Earth,Eric Peterson,59.0
Earth to Echo,Jason Gray-Stanford,140.0
East Is East,Om Puri,163.0
Eastern Promises,Raza Jaffrey,509.0
Easy A,Fred Armisen,424.0
Easy Money,Matias Varela,93.0
Easy Virtue,Kris Marshall,548.0
Eat Pray Love,Billy Crudup,745.0
Echo Dr.,Johnathan Hurley,10.0
Ed Wood,Martin Landau,940.0
Ed and His Dead Mother,Jon Gries,482.0
Eddie the Eagle,Tim McInnerny,141.0
Eddie: The Sleepwalking Cannibal,Georgina Reilly,98.0
Eden,Brad Schmidt,708.0
Eden Lake,Lorraine Stanley,418.0
Edge of Darkness,Denis O'Hare,896.0
Edge of Tomorrow,Noah Taylor,509.0
Edmond,Jeffrey Combs,885.0
Edtv,Clint Howard,1000.0
Edward Scissorhands,Conchata Ferrell,658.0
Eight Below,Wendy Crewson,249.0
Eight Legged Freaks,Riley Smith,762.0
El Mariachi,Consuelo Gómez,6.0
El crimen del padre Amaro,Pedro Armendáriz Jr.,67.0
Election,Molly Hagan,133.0
Elektra,Goran Visnjic,1000.0
Elf,Will Ferrell,8000.0
Elite Squad,André Ramiro,15.0
Elizabeth,Eric Cantona,240.0
Elizabeth: The Golden Age,Jordi Mollà,877.0
Elizabethtown,Judy Greer,2000.0
Ella Enchanted,Joanna Lumley,973.0
Elling,Sven Nordin,14.0
Elmer Gantry,Edward Andrews,125.0
Elsa & Fred,James Brolin,499.0
Elysium,Alice Braga,1000.0
Elza,Teddy Doloir,0.0
Emma,Rupert Evans,334.0
Empire,Malik Yoba,496.0
Employee of the Month,Jessica Simpson,534.0
Enchanted,Fred Tatasciore,118.0
End of Days,Udo Kier,595.0
End of Watch,America Ferrera,953.0
End of the Spear,Jack Guzman,30.0
Ender's Game,Aramis Knight,430.0
Endless Love,Rhys Wakefield,942.0
Enemy at the Gates,Clemens Schick,29.0
Enemy of the State,Lisa Bonet,619.0
Enough,Billy Campbell,789.0
Enough Said,Michaela Watkins,216.0
Enter Nowhere,Christopher Denham,120.0
Enter the Dangerous Mind,Jason Priestley,471.0
Enter the Void,Olly Alexander,116.0
Entourage,Kevin Dillon,576.0
Entrapment,Maury Chaykin,232.0
Envy,Sam Lerner,62.0
Epic,Troy Evans,120.0
Epic Movie,Fred Willard,729.0
Equilibrium,Sean Pertwee,722.0
Eragon,Gary Lewis,203.0
Eraser,Roma Maffia,383.0
Eraserhead,Charlotte Stewart,121.0
Erin Brockovich,Conchata Ferrell,658.0
Ernest & Celestine,Lambert Wilson,186.0
Escape Plan,Matt Gerald,585.0
Escape from Alcatraz,Fred Ward,459.0
Escape from L.A.,Michelle Forbes,764.0
Escape from New York,Tom Atkins,381.0
Escape from Planet Earth,Jonathan Morgan Heit,91.0
Escape from Tomorrow,Amy Lucas,432.0
Escape from the Planet of the Apes,Sal Mineo,450.0
Escobar: Paradise Lost,Carlos Bardem,55.0
Eternal Sunshine of the Spotless Mind,Tom Wilkinson,1000.0
Eulogy,Kelly Preston,742.0
Eureka,Salli Richardson-Whitfield,543.0
EuroTrip,Jacob Pitts,360.0
Evan Almighty,Steve Carell,7000.0
Eve's Bayou,Diahann Carroll,426.0
Event Horizon,Kathleen Quinlan,552.0
Ever After: A Cinderella Story,Jeanne Moreau,343.0
Everest,Tom Goodman-Hill,221.0
Everybody's Fine,Brendan Sexton III,148.0
Everyone Says I Love You,Jeff DeRocker,2.0
Everything Must Go,Stephen Root,939.0
Everything Put Together,Megan Mullally,637.0
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Lynn Redgrave,258.0
Evil Dead,Ellen Sandweiss,58.0
Evil Dead II,Kassie Wesley DePaiva,199.0
Evita,Peter Polycarpou,34.0
Evolution,Julie-Marie Parmentier,8.0
Ex Machina,Corey Johnson,123.0
Exam,Pollyanna McIntosh,289.0
Excessive Force,Thomas Ian Griffith,147.0
Executive Decision,J.T. Walsh,263.0
Exeter,Lindsay MacDonald,265.0
Exiled,Josie Ho,76.0
Exit Wounds,Bruce McGill,655.0
Exodus: Gods and Kings,Ben Mendelsohn,748.0
Exorcist II: The Heretic,Ned Beatty,467.0
Exorcist: The Beginning,Izabella Scorupco,394.0
Exotica,Sarah Polley,900.0
Extract,Clifton Collins Jr.,968.0
Extraordinary Measures,Alan Ruck,946.0
Extreme Measures,Bill Nunn,182.0
Extreme Movie,Vanessa Lee Chester,227.0
Extreme Ops,Rupert Graves,443.0
Extremely Loud & Incredibly Close,Stephen Henderson,64.0
Eye See You,Charles S. Dutton,534.0
Eye for an Eye,Philip Baker Hall,497.0
Eye of the Beholder,Geneviève Bujold,159.0
Eye of the Dolphin,George Harris,249.0
Eyes Wide Shut,Sydney Pollack,521.0
F.I.S.T.,Rod Steiger,279.0
Fabled,Desmond Askew,36.0
Face/Off,Joan Allen,805.0
Facing the Giants,Shannen Fields,51.0
Factory Girl,Beth Grant,628.0
Fahrenheit 9/11,Ricky Martin,282.0
Failure to Launch,Zooey Deschanel,11000.0
Fair Game,Brooke Smith,405.0
Faith Connections,Shriman Umeshanad Brahmachari,0.0
Faith Like Potatoes,Jeanne Neilson,25.0
Faithful,Paul Mazursky,150.0
Falcon Rising,Lateef Crowder,261.0
Fame,Megan Mullally,637.0
Family Plot,William Devane,416.0
Fantasia 2000,Russi Taylor,62.0
Fantastic 4: Rise of the Silver Surfer,Andre Braugher,702.0
Fantastic Four,Tim Heidecker,78.0
Fantastic Mr. Fox,Helen McCrory,563.0
Far from Heaven,Michael Gaston,135.0
Far from Men,Ángela Molina,40.0
Farce of the Penguins,Jim Belushi,854.0
Fargo,Oliver Platt,1000.0
Fascination,Alice Evans,227.0
Fast Five,Dwayne Johnson,12000.0
Fast Times at Ridgemont High,Vincent Schiavelli,811.0
Faster,Mike Epps,706.0
Fat Albert,Alice Greczyn,631.0
"Fat, Sick & Nearly Dead",Amy Badberg,0.0
Fatal Attraction,Anne Archer,249.0
Fateless,Bálint Péntek,0.0
Fear Clinic,Fiona Dourif,253.0
Fear and Loathing in Las Vegas,Ellen Barkin,551.0
Feardotcom,Udo Kier,595.0
Feast,Henry Rollins,898.0
Felicia's Journey,Gerard McSorley,71.0
Femme Fatale,Rie Rasmussen,115.0
Fetching Cody,Kyla Wise,108.0
Fever Pitch,Ione Skye,223.0
Fiddler on the Roof,Rosalind Harris,51.0
Fido,Kesun Loder,33.0
Fifty Dead Men Walking,Michael McElhatton,415.0
Fifty Shades of Black,Russell Peters,355.0
Fifty Shades of Grey,Callum Rennie,716.0
Fight Club,Eugenie Bondurant,637.0
Fight Valley,Cabrina Collesides,319.0
Fight to the Finish,Vincent De Paul,212.0
Fighting Tommy Riley,Christina Chambers,25.0
Filly Brown,Jorge Diaz,183.0
Final Destination,Kerr Smith,591.0
Final Destination 2,Keegan Connor Tracy,392.0
Final Destination 3,Crystal Lowe,318.0
Final Destination 5,Courtney B. Vance,495.0
Final Fantasy: The Spirits Within,Jean Simmons,422.0
Find Me Guilty,Alex Rocco,968.0
Finding Forrester,Michael Nouri,225.0
Finding Nemo,Brad Garrett,799.0
