movie_title,actor_1_name,actor_1_facebook_likes
Executive Decision,Oliver Platt,1000.0
Exeter,Ashley Tramonte,630.0
Exiled,Simon Yam,155.0
Exit Wounds,Michael Jai White,2000.0
Exodus: Gods and Kings,Christian Bale,23000.0
Exorcist II: The Heretic,Linda Blair,931.0
Exorcist: The Beginning,James D'Arcy,613.0
Exotica,Bruce Greenwood,991.0
Extract,J.K. Simmons,24000.0
Extraordinary Measures,Harrison Ford,11000.0
Extreme Measures,J.K. Simmons,24000.0
Extreme Movie,Rich Ceraulo,387.0
Extreme Ops,Rufus Sewell,3000.0
Extremely Loud & Incredibly Close,Tom Hanks,15000.0
Eye See You,Sylvester Stallone,13000.0
Eye for an Eye,Joe Mantegna,1000.0
Eye of the Beholder,Jason Priestley,471.0
Eye of the Dolphin,Katharine Ross,640.0
Eyes Wide Shut,Tom Cruise,10000.0
F.I.S.T.,Sylvester Stallone,13000.0
Fabled,R. Brandon Johnson,169.0
Face/Off,Nicolas Cage,12000.0
Facing the Giants,Alex Kendrick,589.0
Factory Girl,Hayden Christensen,4000.0
Fahrenheit 9/11,Osama bin Laden,503.0
Failure to Launch,Bradley Cooper,14000.0
Fair Game,Naomi Watts,6000.0
Faith Connections,Bhole Baba,0.0
Faith Like Potatoes,Sean Cameron Michael,412.0
Faithful,Chazz Palminteri,979.0
Falcon Rising,Michael Jai White,2000.0
Fame,Kelsey Grammer,808.0
Family Plot,Ed Lauter,897.0
Fantasia,Leopold Stokowski,16.0
Fantasia 2000,Quincy Jones,340.0
Fantastic 4: Rise of the Silver Surfer,Chris Evans,11000.0
Fantastic Four,Tim Blake Nelson,596.0
Fantastic Mr. Fox,Bill Murray,13000.0
Far from Heaven,Dennis Quaid,2000.0
Far from Men,Viggo Mortensen,10000.0
Farce of the Penguins,Alyson Hannigan,3000.0
Fargo,Kirsten Dunst,4000.0
Fascination,Adam Garcia,811.0
Fast Five,Paul Walker,23000.0
Fast Times at Ridgemont High,Jennifer Jason Leigh,1000.0
Faster,Dwayne Johnson,12000.0
Fat Albert,Dania Ramirez,1000.0
"Fat, Sick & Nearly Dead",Joe Cross,65.0
Fatal Attraction,Fred Gwynne,886.0
Fateless,Marcell Nagy,9.0
Fear Clinic,Angelina Armani,677.0
Fear and Loathing in Las Vegas,Johnny Depp,40000.0
Feardotcom,Natascha McElhone,2000.0
Feast,Krista Allen,164000.0
Felicia's Journey,Bob Hoskins,5000.0
Femme Fatale,Peter Coyote,548.0
Fetching Cody,Nicole Muñoz,199.0
Fever Pitch,Jimmy Fallon,787.0
Fiddler on the Roof,Topol,402.0
Fido,Alexia Fast,553.0
Fifty Dead Men Walking,Jim Sturgess,5000.0
Fifty Shades of Black,Fred Willard,729.0
Fifty Shades of Grey,Jennifer Ehle,1000.0
Fight Club,Brad Pitt,11000.0
Fight Valley,Kari J. Kramer,731.0
Fight to the Finish,Jennifer Hale,918.0
Fighting Tommy Riley,Don Wallace,54.0
Filly Brown,Noel Gugliemi,2000.0
Final Destination,Daniel Roebuck,1000.0
Final Destination 2,Sarah Carter,748.0
Final Destination 3,Chelan Simmons,440.0
Final Destination 5,Emma Bell,703.0
Final Fantasy: The Spirits Within,Steve Buscemi,12000.0
Find Me Guilty,Peter Dinklage,22000.0
Finding Forrester,F. Murray Abraham,670.0
Finding Nemo,Alexander Gould,1000.0
Finding Neverland,Johnny Depp,40000.0
Finishing the Game: The Search for a New Bruce Lee,Monique Gabriela Curnen,239.0
Fired Up,Leah Remini,909.0
Firefox,Clint Eastwood,16000.0
Fireproof,Kirk Cameron,848.0
Firestarter,Heather Locklear,695.0
Firestorm,Andy Lau,483.0
Firewall,Jimmy Bennett,87000.0
First Blood,Sylvester Stallone,13000.0
First Knight,Julia Ormond,919.0
"First Love, Last Rites",Robert John Burke,318.0
Fish Tank,Michael Fassbender,13000.0
Fiza,Karisma Kapoor,353.0
Flags of Our Fathers,Paul Walker,23000.0
Flame and Citron,Lars Mikkelsen,573.0
Flash Gordon,Brian Blessed,591.0
Flash of Genius,Dylan Authors,20.0
Flashdance,Michael Nouri,225.0
Flatliners,Julia Roberts,8000.0
Flawless,Robert De Niro,22000.0
Fled,Salma Hayek,4000.0
Flicka,Alison Lohman,1000.0
Flight,Denzel Washington,18000.0
Flight of the Intruder,Rosanna Arquette,605.0
Flight of the Phoenix,Dennis Quaid,2000.0
Flightplan,Erika Christensen,931.0
Flipped,Madeline Carroll,1000.0
Flipper,Paul Hogan,442.0
Flirting with Disaster,Lily Tomlin,718.0
Florence Foster Jenkins,Meryl Streep,11000.0
Flubber,Robin Williams,49000.0
Flushed Away,Hugh Jackman,20000.0
Flyboys,James Franco,11000.0
Flying By,Heather Locklear,695.0
Flywheel,Shannen Fields,51.0
Focus,Will Smith,10000.0
Food Chains,Alma Martinez,56.0
"Food, Inc.",Michael Pollan,37.0
Foodfight!,Jerry Stiller,719.0
Fool's Gold,Matthew McConaughey,11000.0
Foolish,Eddie Griffin,489.0
Footloose,Dianne Wiest,967.0
For Colored Girls,Omari Hardwick,1000.0
For Greater Glory: The True Story of Cristiada,Santiago Cabrera,639.0
For Love of the Game,J.K. Simmons,24000.0
For Your Consideration,John Michael Higgins,957.0
For Your Eyes Only,Julian Glover,844.0
"For a Good Time, Call...",James Wolk,938.0
Force 10 from Navarone,Harrison Ford,11000.0
Forget Me Not,Bella Thorne,35000.0
Forgetting Sarah Marshall,Mila Kunis,15000.0
Formula 51,Meat Loaf,783.0
Forrest Gump,Tom Hanks,15000.0
Forsaken,Demi Moore,2000.0
Fort McCoy,Johnny Pacar,1000.0
Fortress,Christopher Lambert,1000.0
Forty Shades of Blue,Rip Torn,826.0
Four Brothers,Josh Charles,1000.0
Four Christmases,Jon Favreau,4000.0
Four Lions,Kayvan Novak,414.0
Four Rooms,Salma Hayek,4000.0
Four Single Fathers,Stephanie Szostak,1000.0
Four Weddings and a Funeral,Kristin Scott Thomas,1000.0
Frailty,Matthew McConaughey,11000.0
Frances Ha,Greta Gerwig,962.0
Frankenweenie,Martin Landau,940.0
Frat Party,Randy Wayne,984.0
Freakonomics,Greg Crowe,875.0
Freaky Deaky,Billy Burke,2000.0
Freaky Friday,Jamie Lee Curtis,2000.0
Freddy Got Fingered,Rip Torn,826.0
Freddy vs. Jason,Katharine Isabelle,918.0
Freddy's Dead: The Final Nightmare,Johnny Depp,40000.0
Free Birds,Amy Poehler,1000.0
Free State of Jones,Matthew McConaughey,11000.0
Free Style,Madison Pettis,835.0
Freedom,Sharon Leal,467.0
Freedom Writers,Hunter Parrish,2000.0
Freeheld,Steve Carell,7000.0
Freeway,Bokeem Woodbine,904.0
Freeze Frame,Colin Salmon,766.0
Frenzy,Bernard Cribbins,195.0
Frequency,Dennis Quaid,2000.0
Frida,Salma Hayek,4000.0
Friday,Nia Long,826.0
Friday After Next,John Witherspoon,723.0
Friday Night Lights,Zach Gilford,971.0
Friday the 13th Part 2,Betsy Palmer,309.0
Friday the 13th Part III,Richard Brooker,72.0
Friday the 13th Part VII: The New Blood,Kane Hodder,935.0
Friday the 13th Part VIII: Jason Takes Manhattan,Kane Hodder,935.0
Friday the 13th: A New Beginning,Tiffany Helm,42.0
Friday the 13th: The Final Chapter,Judie Aronson,158.0
Friends with Benefits,Mila Kunis,15000.0
Friends with Money,Greg Germann,435.0
Fright Night,Grace Phipps,596.0
From Dusk Till Dawn,Quentin Tarantino,16000.0
From Hell,Johnny Depp,40000.0
From Here to Eternity,Montgomery Clift,862.0
From Justin to Kelly,Anika Noni Rose,525.0
From Paris with Love,Kasia Smutniak,211.0
From Russia with Love,Robert Shaw,559.0
From a Whisper to a Scream,Terry Kiser,448.0
Frost/Nixon,Toby Jones,2000.0
Frozen,Josh Gad,1000.0
Frozen River,Charlie McDermott,496.0
Fruitvale Station,Ahna O'Reilly,282.0
Fuel,Larry David,860.0
Fugly,Jimmy Shergill,327.0
Full Frontal,Julia Roberts,8000.0
Fun Size,Thomas McDonell,962.0
Fun with Dick and Jane,John Michael Higgins,957.0
Funny Games,Naomi Watts,6000.0
Funny Ha Ha,Andrew Bujalski,26.0
Funny People,Adam Sandler,11000.0
Fur: An Imaginary Portrait of Diane Arbus,Robert Downey Jr.,21000.0
Furious 7,Jason Statham,26000.0
Furry Vengeance,Brendan Fraser,3000.0
Fury,Brad Pitt,11000.0
Futuro Beach,Wagner Moura,585.0
G-Force,Kelli Garner,730.0
G.I. Jane,Viggo Mortensen,10000.0
G.I. Joe: Retaliation,Channing Tatum,17000.0
G.I. Joe: The Rise of Cobra,Joseph Gordon-Levitt,23000.0
Gabriela,Marcello Mastroianni,866.0
Galaxina,Stephen Macht,113.0
Galaxy Quest,Alan Rickman,25000.0
Gamer,Gerard Butler,18000.0
Gandhi,Candice Bergen,545.0
"Gandhi, My Father",Akshaye Khanna,75.0
Gangs of New York,Leonardo DiCaprio,29000.0
Gangster Squad,Ryan Gosling,33000.0
Gangster's Paradise: Jerusalema,Rapulana Seiphemo,29.0
Garden State,Armando Riesco,625.0
Garfield,Bill Murray,13000.0
Garfield 2,Bill Murray,13000.0
Gattaca,Blair Underwood,685.0
Gentleman's Agreement,Dean Stockwell,936.0
Gentlemen Broncos,Jizelle Jade,33000.0
George Washington,Paul Schneider,552.0
George and the Dragon,Joan Plowright,330.0
George of the Jungle,Brendan Fraser,3000.0
Georgia Rule,Hector Elizondo,995.0
Gerry,Matt Damon,13000.0
Get Carter,Sylvester Stallone,13000.0
Get Hard,Will Ferrell,8000.0
Get Him to the Greek,Pink,836.0
Get Low,Bill Murray,13000.0
Get Over It,Mila Kunis,15000.0
Get Real,Anne Hathaway,11000.0
Get Rich or Die Tryin',50 Cent,1000.0
Get Shorty,Delroy Lindo,848.0
Get Smart,Bill Murray,13000.0
Get on Up,Tika Sumpter,521.0
Get on the Bus,Bernie Mac,1000.0
Getaway,Rebecca Budig,210.0
Gettysburg,Tom Berenger,854.0
Ghost,Demi Moore,2000.0
Ghost Dog: The Way of the Samurai,Henry Silva,251.0
Ghost Hunters,Amy Bruni,155.0
Ghost Rider,Nicolas Cage,12000.0
Ghost Rider: Spirit of Vengeance,Nicolas Cage,12000.0
Ghost Ship,Isaiah Washington,534.0
Ghost Town,Aasif Mandvi,346.0
Ghost World,Scarlett Johansson,19000.0
Ghostbusters,Ed Begley Jr.,783.0
Ghosts of Mars,Jason Statham,26000.0
Ghosts of Mississippi,Alexa PenaVega,2000.0
Gigli,Todd Giebenhain,117.0
Girl 6,Michael Imperioli,873.0
Girl House,Camren Bicondova,756.0
Girl with a Pearl Earring,Scarlett Johansson,19000.0
"Girl, Interrupted",Angelina Jolie Pitt,11000.0
Girls Gone Dead,Vincent Chimato,685.0
Give Me Shelter,Esai Morales,699.0
Gladiator,Djimon Hounsou,3000.0
Glee: The 3D Concert Movie,Lea Michele,2000.0
Glengarry Glen Ross,Kevin Spacey,18000.0
Glitter,Mariah Carey,736.0
Glory,Denzel Washington,18000.0
Glory Road,Mehcad Brooks,696.0
Go,Sarah Polley,900.0
Go for It!,Jossara Jinaro,847.0
Goal! The Dream Begins,Sean Pertwee,722.0
God's Not Dead 2,Benjamin A. Onyango,634.0
Goddess of Love,Rachel Alig,397.0
Gods and Generals,Billy Campbell,789.0
Gods and Monsters,Brendan Fraser,3000.0
Gods of Egypt,Gerard Butler,18000.0
Godsend,Robert De Niro,22000.0
Godzilla 2000,Hiroshi Abe,43.0
Godzilla Resurgence,Mark Chinnery,544.0
Going the Distance,Rob Riggle,839.0
GoldenEye,Izabella Scorupco,394.0
Goldfinger,Honor Blackman,387.0
Gomorrah,Maria Pia Calzone,18.0
Gone Girl,Patrick Fugit,835.0
Gone in Sixty Seconds,Nicolas Cage,12000.0
Gone with the Wind,Hattie McDaniel,503.0
"Gone, Baby, Gone",Nicole 'Snooki' Polizzi,341.0
Good,Viggo Mortensen,10000.0
Good Boy!,Liam Aiken,818.0
Good Bye Lenin!,Florian Lukas,65.0
Good Deeds,Eddie Cibrian,849.0
Good Dick,Bryce Dallas Howard,3000.0
Good Intentions,Elaine Hendrix,670.0
Good Kill,Bruce Greenwood,991.0
Good Luck Chuck,Dane Cook,1000.0
"Good Morning, Vietnam",Robin Williams,49000.0
"Good Night, and Good Luck.",Robert Downey Jr.,21000.0
Good Will Hunting,Robin Williams,49000.0
Goodfellas,Robert De Niro,22000.0
Goosebumps,Odeya Rush,2000.0
Gory Gory Hallelujah,Tony Doupe,361.0
Gosford Park,Kristin Scott Thomas,1000.0
Gossip,Norman Reedus,12000.0
Gothika,Robert Downey Jr.,21000.0
Grabbers,Russell Tovey,796.0
Grace Unplugged,Shawnee Smith,651.0
Grace of Monaco,Paz Vega,963.0
Gracie,Emma Bell,702.0
Graduation Day,Linnea Quigley,431.0
Gran Torino,Clint Eastwood,16000.0
Grand Theft Parsons,Marley Shelton,690.0
Grandma's Boy,Linda Cardellini,2000.0
Grave Encounters,Mackenzie Gray,253.0
Gravity,Phaldut Sharma,39.0
Grease,Olivia Newton-John,1000.0
Green Lantern,Ryan Reynolds,16000.0
Green Room,Alia Shawkat,727.0
Green Street 3: Never Back Down,Spencer Wilding,1000.0
Green Zone,Matt Damon,13000.0
Gremlins,Phoebe Cates,767.0
Gremlins 2: The New Batch,Christopher Lee,16000.0
Gridiron Gang,Dwayne Johnson,12000.0
Griff the Invisible,Maeve Dermody,130.0
Grindhouse,Quentin Tarantino,16000.0
Groove,Rachel True,328.0
Grosse Pointe Blank,Minnie Driver,893.0
Groundhog Day,Bill Murray,13000.0
Growing Up Smith,Brighton Sharbino,3000.0
Grown Ups,Steve Buscemi,12000.0
Grown Ups 2,Steve Buscemi,12000.0
Grudge Match,Robert De Niro,22000.0
Guardians of the Galaxy,Bradley Cooper,14000.0
Guess Who,Bernie Mac,1000.0
Guiana 1838,Kumar Gaurav,12.0
Gulliver's Travels,James Corden,480.0
Gun Shy,Liam Neeson,14000.0
Gunless,Tyler Mane,764.0
H.,Paul Hickert,110.0
Hachi: A Dog's Tale,Cary-Hiroyuki Tagawa,1000.0
Hackers,Angelina Jolie Pitt,11000.0
"Hail, Caesar!",Scarlett Johansson,19000.0
Hairspray,Jerry Stiller,719.0
Half Baked,Dave Chappelle,744.0
Half Nelson,Ryan Gosling,33000.0
Half Past Dead,Claudia Christian,462.0
Hall Pass,Jenna Fischer,966.0
Halloween,Jamie Lee Curtis,2000.0
Halloween 4: The Return of Michael Myers,Donald Pleasence,742.0
Halloween 5,Donald Pleasence,742.0
Halloween II,Scout Taylor-Compton,908.0
Halloween III: Season of the Witch,Tom Atkins,381.0
Halloween: Resurrection,Jamie Lee Curtis,2000.0
Halloween: The Curse of Michael Myers,Donald Pleasence,742.0
Hamlet,Julie Christie,597.0
Hamlet 2,Steve Coogan,1000.0
Hancock,Will Smith,10000.0
Hands of Stone,Robert De Niro,22000.0
Hang 'Em High,Clint Eastwood,16000.0
Hanging Up,Adam Arkin,374.0
Hanna,Jessica Barden,157.0
Hannah Montana: The Movie,Emily Osment,1000.0
Hannibal,Caroline Dhavernas,544.0
Hannibal Rising,Li Gong,879.0
Hansel & Gretel Get Baked,Molly C. Quinn,707.0
Hansel & Gretel: Witch Hunters,Jeremy Renner,10000.0
Happily N'Ever After,Sarah Michelle Gellar,4000.0
Happiness,Philip Seymour Hoffman,22000.0
Happy Christmas,Anna Kendrick,10000.0
Happy Feet,Robin Williams,49000.0
Happy Feet 2,Robin Williams,49000.0
Happy Gilmore,Adam Sandler,11000.0
Happy Valley,Shirley Henderson,887.0
"Happy, Texas",Ally Walker,349.0
Hard Candy,Odessa Rae,109.0
Hard Rain,Morgan Freeman,11000.0
Hard to Be a God,Leonid Yarmolnik,4.0
Hardball,Keanu Reeves,18000.0
Hardflip,Matthew Ziff,260000.0
Harley Davidson and the Marlboro Man,Vanessa Williams,1000.0
Harlock: Space Pirate,Shun Oguri,173.0
Harold & Kumar Escape from Guantanamo Bay,Danneel Ackles,1000.0
Harold & Kumar Go to White Castle,Ethan Embry,982.0
Harper,Janet Leigh,606.0
Harriet the Spy,Gregory Smith,694.0
Harrison Montgomery,Martin Landau,940.0
Harry Brown,Joseph Gilgun,788.0
Harry Potter and the Chamber of Secrets,Daniel Radcliffe,11000.0
Harry Potter and the Deathly Hallows: Part I,Rupert Grint,10000.0
Harry Potter and the Deathly Hallows: Part II,Rupert Grint,10000.0
Harry Potter and the Goblet of Fire,Robert Pattinson,21000.0
Harry Potter and the Half-Blood Prince,Alan Rickman,25000.0
Harry Potter and the Order of the Phoenix,Robert Pattinson,21000.0
Harry Potter and the Prisoner of Azkaban,Daniel Radcliffe,11000.0
Harry Potter and the Sorcerer's Stone,Daniel Radcliffe,11000.0
Harsh Times,J.K. Simmons,24000.0
Hart's War,Bruce Willis,13000.0
Harvard Man,Sarah Michelle Gellar,4000.0
Hatchet,Joel David Moore,936.0
Hav Plenty,Hill Harper,465.0
Hayride,Richard Tyson,743.0
Haywire,Channing Tatum,17000.0
He Got Game,Denzel Washington,18000.0
He's Just Not That Into You,Carmen Perez,97.0
Head Over Heels,Monica Potter,878.0
Head of State,Bernie Mac,1000.0
Headhunters,Aksel Hennie,286.0
Heartbeeps,Bernadette Peters,753.0
Heartbreakers,Sarah Silverman,931.0
Hearts in Atlantis,Anthony Hopkins,12000.0
Heaven Is for Real,Jacob Vargas,399.0
Heaven's Gate,Jeff Bridges,12000.0
Heavenly Creatures,Kate Winslet,14000.0
Heavy Metal,John Vernon,187.0
Hedwig and the Angry Inch,John Cameron Mitchell,263.0
Heist,Robert De Niro,22000.0
Held Up,Barry Corbin,883.0
Heli,Kenny Johnston,327.0
Hell's Angels,Jean Harlow,431.0
Hellboy,James Babson,366.0
Hellboy II: The Golden Army,Seth MacFarlane,3000.0
Hellraiser,Andrew Robinson,266.0
Henry & Me,Chazz Palminteri,979.0
Henry V,Brian Blessed,591.0
Her,Scarlett Johansson,19000.0
Her Cry: La Llorona Investigation,Nichole Ceballos,5.0
Herbie Fully Loaded,Scoot McNairy,660.0
Hercules,Dwayne Johnson,12000.0
Here Comes the Boom,Salma Hayek,4000.0
Here on Earth,Bruce Greenwood,989.0
Hereafter,Matt Damon,13000.0
Hero,Jet Li,5000.0
Heroes,Sendhil Ramamurthy,1000.0
Heroes of Dirt,Joel Moody,52.0
Hesher,Joseph Gordon-Levitt,23000.0
Hey Arnold! The Movie,Jennifer Jason Leigh,1000.0
Hidalgo,J.K. Simmons,24000.0
Hidden Away,Álex Angulo,90.0
Hide and Seek,Robert De Niro,22000.0
High Anxiety,Madeline Kahn,1000.0
High Crimes,Morgan Freeman,11000.0
High Fidelity,Drake Bell,1000.0
High Heels and Low Lifes,Minnie Driver,893.0
High Noon,Gary Cooper,998.0
High Plains Drifter,Clint Eastwood,16000.0
High Road,Joe Lo Truglio,833.0
High School Musical,Lucas Grabeel,755.0
High School Musical 2,Lucas Grabeel,755.0
High School Musical 3: Senior Year,Lucas Grabeel,755.0
High Tension,Cécile De France,447.0
Higher Ground,Donna Murphy,553.0
Highlander,Christopher Lambert,1000.0
Highlander: Endgame,Christopher Lambert,1000.0
Highlander: The Final Dimension,Christopher Lambert,1000.0
Highway,Jake Gyllenhaal,15000.0
History of the World: Part I,Madeline Kahn,1000.0
Hit and Run,Bradley Cooper,14000.0
Hit the Floor,Jodi Lyn O'Keefe,897.0
Hitch,Will Smith,10000.0
Hitman,Henry Ian Cusick,866.0
Hits,Jason Ritter,782.0
Hobo with a Shotgun,Gregory Smith,694.0
Hocus Pocus,Vinessa Shaw,580.0
Hoffa,Frank Whaley,436.0
Holes,Tim Blake Nelson,596.0
Hollow Man,Greg Grunberg,833.0
Hollywood Ending,Woody Allen,11000.0
Hollywood Homicide,Harrison Ford,11000.0
Hollywood Shuffle,Robert Townsend,467.0
Holy Man,Kelly Preston,743.0
Holy Motors,Kylie Minogue,690.0
Home,Jim Parsons,17000.0
Home Alone,Macaulay Culkin,3000.0
Home Alone 2: Lost in New York,Macaulay Culkin,3000.0
Home Fries,Catherine O'Hara,925.0
Home Movies,Brendon Small,59.0
Home Run,Vivica A. Fox,890.0
Home for the Holidays,Robert Downey Jr.,21000.0
Home on the Range,Steve Buscemi,12000.0
Homefront,Jason Statham,26000.0
Honey,Christian Monzon,2000.0
Hoodwinked Too! Hood vs. Evil,Amy Poehler,1000.0
Hoodwinked!,Anne Hathaway,11000.0
Hook,Robin Williams,49000.0
Hoop Dreams,William Gates,7.0
Hoot,Logan Lerman,8000.0
Hop,Gary Cole,989.0
Hope Floats,Bill Cobbs,970.0
Hope Springs,Meryl Streep,11000.0
Horrible Bosses,Kevin Spacey,18000.0
Horrible Bosses 2,Kevin Spacey,18000.0
Horse Camp,Joshua Ray Bell,288.0
Hostage,Jimmy Bennett,87000.0
Hostel,Jay Hernandez,1000.0
Hostel: Part II,Jay Hernandez,1000.0
Hot Fuzz,Bill Bailey,175.0
Hot Pursuit,Jim Gaffigan,472.0
Hot Rod,Sissy Spacek,874.0
Hot Tub Time Machine,Charlie McDermott,496.0
Hot Tub Time Machine 2,Adam Scott,3000.0
Hotel Rwanda,Don Cheadle,3000.0
Hotel Transylvania,Steve Buscemi,12000.0
Hotel Transylvania 2,Steve Buscemi,12000.0
Hotel for Dogs,Don Cheadle,3000.0
House Party 2,William Schallert,901.0
House at the End of the Drive,Jessica Szohr,847.0
House at the End of the Street,Jennifer Lawrence,34000.0
House of 1000 Corpses,Sid Haig,1000.0
House of D,Robin Williams,49000.0
House of Flying Daggers,Takeshi Kaneshiro,755.0
House of Sand,Fernanda Montenegro,119.0
House of Sand and Fog,Frances Fisher,638.0
House of Wax,Robert Ri'chard,730.0
House on Haunted Hill,Jeffrey Combs,885.0
Housebound,Morgana O'Reilly,61.0
Housefull,Arjun Rampal,564.0
How Do You Know,Shelley Conn,273.0
How Green Was My Valley,Roddy McDowall,595.0
How High,Hector Elizondo,995.0
How She Move,DeRay Davis,328.0
How Stella Got Her Groove Back,Richard Lawson,508.0
How the Grinch Stole Christmas,Clint Howard,1000.0
How to Be Single,Alison Brie,2000.0
How to Be a Player,Bernie Mac,1000.0
How to Deal,Dylan Baker,812.0
How to Fall in Love,Eric Mabius,637.0
How to Lose Friends & Alienate People,James Corden,480.0
How to Lose a Guy in 10 Days,Matthew McConaughey,11000.0
How to Train Your Dragon,Gerard Butler,18000.0
How to Train Your Dragon 2,Gerard Butler,18000.0
Howard the Duck,Lea Thompson,1000.0
Howards End,Anthony Hopkins,12000.0
Howl's Moving Castle,Christian Bale,23000.0
Hud,Patricia Neal,617.0
Hudson Hawk,Bruce Willis,13000.0
Hugo,Chloë Grace Moretz,17000.0
Hulk,Kevin Rankin,820.0
Hum To Mohabbat Karega,Karisma Kapoor,353.0
Human Traffic,Danny Dyer,798.0
Hurricane Streets,Edie Falco,659.0
Hustle & Flow,Isaac Hayes,275.0
I Am Legend,Will Smith,10000.0
I Am Love,Flavio Parenti,144.0
I Am Number Four,Alex Pettyfer,15000.0
I Am Sam,Dianne Wiest,967.0
I Am Wrath,Sam Trammell,1000.0
I Can Do Bad All by Myself,Eric Mendenhall,607.0
I Come with the Rain,Takuya Kimura,84.0
I Don't Know How She Does It,Olivia Munn,2000.0
I Dreamed of Africa,Liam Aiken,818.0
I Got the Hook Up,Joe Estevez,625.0
I Heart Huckabees,Naomi Watts,6000.0
I Hope They Serve Beer in Hell,Geoff Stults,756.0
I Know What You Did Last Summer,Muse Watson,45000.0
I Love You Phillip Morris,Dameon Clarke,170.0
"I Love You, Beth Cooper",Alan Ruck,946.0
"I Love You, Don't Touch Me!",Jack McGee,238.0
"I Love You, Man",J.K. Simmons,24000.0
I Love Your Work,Judy Greer,2000.0
I Married a Strange Person!,Charis Michelsen,5.0
I Origins,Steven Yeun,7000.0
I Served the King of England,Julia Jentsch,61.0
I Spit on Your Grave,Sarah Butler,635.0
I Spy,Gary Cole,989.0
I Still Know What You Did Last Summer,Muse Watson,45000.0
I Think I Love My Wife,Steve Buscemi,12000.0
I Want Someone to Eat Cheese With,Jessy Schram,813.0
I Want Your Money,Bill Farmer,93.0
I'm Not There.,Christian Bale,23000.0
"I, Frankenstein",Caitlin Stasey,623.0
"I, Robot",Will Smith,10000.0
Ice Age,Goran Visnjic,1000.0
Ice Age: Continental Drift,Peter Dinklage,22000.0
Ice Age: Dawn of the Dinosaurs,Denis Leary,835.0
Ice Age: The Meltdown,Denis Leary,835.0
Ice Princess,Connie Ray,90.0
Ida,Joanna Kulig,88.0
Identity,Clea DuVall,1000.0
Identity Thief,Jon Favreau,4000.0
Idiocracy,Anthony 'Citric' Campos,586.0
Idle Hands,Vivica A. Fox,890.0
Idlewild,Cicely Tyson,907.0
If I Stay,Chloë Grace Moretz,17000.0
Igby Goes Down,Kieran Culkin,1000.0
Iguana,Everett McGill,201.0
Illuminata,Beverly D'Angelo,816.0
Imaginary Heroes,Kip Pardue,374.0
Imagine Me & You,Celia Imrie,186.0
Imagine That,Stephen Root,939.0
Immortals,Henry Cavill,15000.0
Impact Point,Brian Austin Green,676.0
Impostor,Gary Dourdan,1000.0
In & Out,Tom Selleck,19000.0
In Bruges,Elizabeth Berrington,65.0
In Cold Blood,John Forsythe,255.0
In Dreams,Robert Downey Jr.,21000.0
In Good Company,Scarlett Johansson,19000.0
In Her Line of Fire,David Keith,563.0
In Time,Matt Bomer,20000.0
In Too Deep,LL Cool J,1000.0
In the Bedroom,Tom Wilkinson,1000.0
In the Company of Men,Stacy Edwards,136.0
In the Cut,Jennifer Jason Leigh,1000.0
In the Heart of the Sea,Chris Hemsworth,26000.0
In the Heat of the Night,Carroll O'Connor,480.0
In the Land of Blood and Honey,Jelena Jovanova,306.0
In the Land of Women,Kristen Stewart,17000.0
In the Name of the King: A Dungeon Siege Tale,Jason Statham,26000.0
In the Name of the King: The Last Job,Bashar Rahal,603.0
In the Shadow of the Moon,John F. Kennedy,168.0
In the Valley of Elah,James Franco,11000.0
Incendies,Lubna Azabal,131.0
Inception,Leonardo DiCaprio,29000.0
Inchon,Laurence Olivier,1000.0
Incident at Loch Ness,Zak Penn,87.0
Independence Day,Will Smith,10000.0
Independence Day: Resurgence,Vivica A. Fox,890.0
Independence Daysaster,Tom Everett Scott,433.0
Indiana Jones and the Kingdom of the Crystal Skull,Harrison Ford,11000.0
Indiana Jones and the Last Crusade,Harrison Ford,11000.0
Indiana Jones and the Temple of Doom,Harrison Ford,11000.0
Indie Game: The Movie,Jonathan Blow,0.0
Indignation,Logan Lerman,8000.0
Inescapable,Saad Siddiqui,223.0
Infamous,Toby Jones,2000.0
Inglourious Basterds,Michael Fassbender,13000.0
Inherent Vice,Martin Dew,204.0
Ink,Eme Ikwuakor,135.0
Inkheart,Brendan Fraser,3000.0
Inside Deep Throat,Hugh M. Hefner,373.0
Inside Job,Matt Damon,13000.0
Inside Llewyn Davis,Justin Timberlake,3000.0
Inside Man,Denzel Washington,18000.0
Inside Out,Amy Poehler,1000.0
Insidious,Lin Shaye,852.0
Insidious: Chapter 2,Lin Shaye,852.0
Insidious: Chapter 3,Lin Shaye,852.0
Insomnia,Al Pacino,14000.0
Insomnia Manica,Daston Kalili,2.0
Inspector Gadget,Matthew Broderick,2000.0
Instinct,Anthony Hopkins,12000.0
Instructions Not Included,Eugenio Derbez,399.0
Insurgent,Kate Winslet,14000.0
Interstellar,Matthew McConaughey,11000.0
Interview with the Assassin,Raymond J. Barry,108.0
Interview with the Vampire: The Vampire Chronicles,Brad Pitt,11000.0
Into the Blue,Paul Walker,23000.0
Into the Grizzly Maze,Scott Glenn,826.0
Into the Storm,Matt Walsh,490.0
Into the Wild,Kristen Stewart,17000.0
Into the Woods,Johnny Depp,40000.0
Intolerable Cruelty,Cedric the Entertainer,436.0
Intolerance: Love's Struggle Throughout the Ages,Lillian Gish,436.0
